ID,price,brand,model,Clasificacion ,year,title_status,mileage,color,lot,state,state,condition,Precio en México ,qx1-estado,qx_marca,qx_tipo 
1745,29795,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,7275,triple yellow tri-coat,167653389,connecticut,connecticut,11 days left,595900,0.13,0.15,0.128
1746,24700,ford,edge,DERIVADO DE TURISMO,2019,clean vehicle,8806,black,167801399,florida,florida,4 hours left,494000,0.11,0.15,0.128
1747,13995,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,105115,gray,167653390,new jersey,new jersey,11 days left,279900,0.12,0.15,0.128
1748,2900,ford,door,DERIVADO DE TURISMO,2015,clean vehicle,57340,silver,167736495,florida,florida,2 days left,58000,0.11,0.15,0.128
1749,35400,ford,max,DERIVADO DE TURISMO,2019,clean vehicle,36167,white,167801400,florida,florida,2 days left,708000,0.11,0.15,0.128
1750,24549,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,44941,shadow black,167653391,new york,new york,11 days left,490980,0.12,0.15,0.128
1751,8900,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,53102,silver,167736849,florida,florida,1 days left,178000,0.11,0.15,0.128
1752,15800,ford,escape,DERIVADO DE TURISMO,2019,clean vehicle,26637,black,167801402,florida,florida,2 days left,316000,0.11,0.15,0.128
1753,18500,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,45814,black,167653515,new york,new york,11 days left,370000,0.12,0.15,0.128
1754,32000,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,17310,red,167615279,minnesota,minnesota,14 hours left,640000,0.11,0.15,0.128
1755,28300,ford,explorer,DERIVADO DE TURISMO,2019,clean vehicle,24116,gray,167801403,florida,florida,2 days left,566000,0.11,0.15,0.128
1756,24970,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,49882,green,167653516,new york,new york,11 days left,499400,0.12,0.15,0.128
1757,13800,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,38964,blue,167615280,minnesota,minnesota,14 hours left,276000,0.11,0.15,0.128
1758,2580,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,102705,white,167737580,florida,florida,24 hours left,51600,0.11,0.15,0.128
1759,59975,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,71,white,167801448,florida,florida,Listing Expired,1199500,0.11,0.15,0.128
1760,28990,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,15825,triple yellow tri-coat,167653517,massachusetts,massachusetts,11 days left,579800,0.1714,0.15,0.128
1761,50000,ford,max,DERIVADO DE TURISMO,2019,clean vehicle,29499,blue,167615281,minnesota,minnesota,14 hours left,1000000,0.11,0.15,0.128
1762,33800,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,100255,white,167737916,kentucky,kentucky,21 hours left,676000,0.09,0.15,0.128
1763,59975,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,174,black,167801451,florida,florida,Listing Expired,1199500,0.11,0.15,0.128
1764,46999,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,16956,magnetic metallic,167653518,new jersey,new jersey,11 days left,939980,0.12,0.15,0.128
1765,16700,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,36896,black,167615282,minnesota,minnesota,14 hours left,334000,0.11,0.15,0.128
1766,34700,ford,door,DERIVADO DE TURISMO,2013,clean vehicle,77281,white,167738075,kentucky,kentucky,21 hours left,694000,0.09,0.15,0.128
1767,28900,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,24795,black,167801453,florida,florida,1 days left,578000,0.11,0.15,0.128
1768,30800,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,16771,ruby red metallic tinted clearcoat,167653519,new jersey,new jersey,11 days left,616000,0.12,0.15,0.128
1769,27100,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,28692,silver,167615283,minnesota,minnesota,14 hours left,542000,0.11,0.15,0.128
1770,13388,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,113821,black,167738390,louisiana,louisiana,1 days left,267760,0.13,0.15,0.128
1771,26000,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,19793,blue,167801455,florida,florida,2 days left,520000,0.11,0.15,0.128
1772,17900,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,27940,shadow black,167653520,massachusetts,massachusetts,11 days left,358000,0.1714,0.15,0.128
1773,23400,ford,flex,DERIVADO DE TURISMO,2019,clean vehicle,24987,black,167615285,minnesota,minnesota,14 hours left,468000,0.11,0.15,0.128
1774,29800,ford,mustang,DERIVADO DE TURISMO,2016,clean vehicle,18367,blue,167738456,illinois,illinois,21 hours left,596000,0.085,0.15,0.128
1775,23700,ford,flex,DERIVADO DE TURISMO,2019,clean vehicle,14109,gray,167801457,florida,florida,1 days left,474000,0.11,0.15,0.128
1776,33995,ford,doors,DERIVADO DE TURISMO,2016,clean vehicle,27369,black,167653521,new jersey,new jersey,11 days left,679900,0.12,0.15,0.128
1777,23500,ford,flex,DERIVADO DE TURISMO,2019,clean vehicle,30208,white,167615287,minnesota,minnesota,14 hours left,470000,0.11,0.15,0.128
1778,32500,ford,explorer,DERIVADO DE TURISMO,2019,clean vehicle,24024,black,167801459,florida,florida,2 days left,650000,0.11,0.15,0.128
1779,39000,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,8404,black,167615288,minnesota,minnesota,14 hours left,780000,0.11,0.15,0.128
1780,11000,ford,focus,DERIVADO DE TURISMO,2018,clean vehicle,8884,gray,167739185,massachusetts,massachusetts,6 days left,220000,0.1714,0.15,0.128
1781,32500,ford,explorer,DERIVADO DE TURISMO,2019,clean vehicle,24126,black,167801468,florida,florida,2 days left,650000,0.11,0.15,0.128
1782,26900,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,31713,black,167615289,minnesota,minnesota,14 hours left,538000,0.11,0.15,0.128
1783,11200,ford,edge,DERIVADO DE TURISMO,2016,clean vehicle,109996,gray,167801478,new york,new york,18 hours left,224000,0.12,0.15,0.128
1784,21000,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,6821,red,167654211,new york,new york,11 days left,420000,0.12,0.15,0.128
1785,32000,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,17867,red,167615291,minnesota,minnesota,14 hours left,640000,0.11,0.15,0.128
1786,7300,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,110253,black,167801481,connecticut,connecticut,18 hours left,146000,0.13,0.15,0.128
1787,12800,ford,escape,DERIVADO DE TURISMO,2018,clean vehicle,39364,black,167552309,missouri,missouri,9 days left,256000,0.11,0.15,0.128
1788,24190,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,4018,blue,167654212,massachusetts,massachusetts,11 days left,483800,0.1714,0.15,0.128
1789,29100,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,21054,red,167615292,minnesota,minnesota,14 hours left,582000,0.11,0.15,0.128
1790,29000,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,48309,red,167740589,massachusetts,massachusetts,6 days left,580000,0.1714,0.15,0.128
1791,17300,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,68666,black,167801490,new york,new york,18 hours left,346000,0.12,0.15,0.128
1792,19888,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,34071,ingot silver metallic,167654213,new jersey,new jersey,11 days left,397760,0.12,0.15,0.128
1793,31000,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,13600,white,167615294,minnesota,minnesota,14 hours left,620000,0.11,0.15,0.128
1794,37200,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,44956,black,167740592,massachusetts,massachusetts,2 days left,744000,0.1714,0.15,0.128
1795,8600,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,72607,silver,167801492,new jersey,new jersey,18 hours left,172000,0.12,0.15,0.128
1796,24857,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,33815,shadow black,167654214,massachusetts,massachusetts,11 days left,497140,0.1714,0.15,0.128
1797,23500,ford,flex,DERIVADO DE TURISMO,2019,clean vehicle,31491,gray,167615296,minnesota,minnesota,14 hours left,470000,0.11,0.15,0.128
1798,26100,ford,f-150,DERIVADO DE TURISMO,2018,clean vehicle,32149,white,167741409,mississippi,mississippi,21 hours left,522000,0.068,0.15,0.128
1799,10800,ford,hybrid,DERIVADO DE TURISMO,2016,clean vehicle,26654,blue,167801493,new york,new york,18 hours left,216000,0.12,0.15,0.128
1800,20995,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,36637,white,167654215,new york,new york,11 days left,419900,0.12,0.15,0.128
1801,29300,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,17000,white,167615298,minnesota,minnesota,14 hours left,586000,0.11,0.15,0.128
1802,33100,ford,f-150,DERIVADO DE TURISMO,2018,clean vehicle,15960,gray,167741551,mississippi,mississippi,21 hours left,662000,0.068,0.15,0.128
1803,13800,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,40774,gray,167801747,new jersey,new jersey,18 hours left,276000,0.12,0.15,0.128
1804,19498,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,40338,black,167654216,new york,new york,11 days left,389960,0.12,0.15,0.128
1805,14900,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,40505,gray,167615300,minnesota,minnesota,14 hours left,298000,0.11,0.15,0.128
1806,8700,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,30735,black,167741697,massachusetts,massachusetts,6 days left,174000,0.1714,0.15,0.128
1807,20600,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,33965,gray,167801788,florida,florida,2 days left,412000,0.11,0.15,0.128
1808,19995,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,42470,white,167654217,new york,new york,11 days left,399900,0.12,0.15,0.128
1809,14900,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,40670,silver,167615301,minnesota,minnesota,14 hours left,298000,0.11,0.15,0.128
1810,19500,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,41233,black,167741899,massachusetts,massachusetts,6 days left,390000,0.1714,0.15,0.128
1811,24500,ford,wagon,DERIVADO DE TURISMO,2019,clean vehicle,13162,white,167801789,florida,florida,5 hours left,490000,0.11,0.15,0.128
1812,15000,ford,fusion,DERIVADO DE TURISMO,2018,clean vehicle,38744,white,167555170,california,california,8 days left,300000,0.13,0.15,0.128
1813,26985,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,14023,black,167654218,new york,new york,11 days left,539700,0.12,0.15,0.128
1814,31000,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,9741,white,167615302,minnesota,minnesota,14 hours left,620000,0.11,0.15,0.128
1815,24300,ford,explorer,DERIVADO DE TURISMO,2017,clean vehicle,31017,silver,167742129,mississippi,mississippi,21 hours left,486000,0.068,0.15,0.128
1816,16800,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,37786,gray,167801791,florida,florida,1 days left,336000,0.11,0.15,0.128
1817,17200,ford,mustang,DERIVADO DE TURISMO,2018,clean vehicle,32415,white,167555176,california,california,8 days left,344000,0.13,0.15,0.128
1818,34995,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,10421,ruby red,167654219,new york,new york,11 days left,699900,0.12,0.15,0.128
1819,24300,ford,wagon,DERIVADO DE TURISMO,2019,clean vehicle,29305,white,167615308,minnesota,minnesota,14 hours left,486000,0.11,0.15,0.128
1820,26400,ford,explorer,DERIVADO DE TURISMO,2017,clean vehicle,51309,white,167742134,mississippi,mississippi,21 hours left,528000,0.068,0.15,0.128
1821,16800,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,38001,black,167801792,florida,florida,1 days left,336000,0.11,0.15,0.128
1822,15500,ford,escape,DERIVADO DE TURISMO,2018,clean vehicle,18849,black,167555180,california,california,2 days left,310000,0.13,0.15,0.128
1823,19440,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,43269,silver,167654220,new york,new york,11 days left,388800,0.12,0.15,0.128
1824,16700,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,36989,silver,167615310,minnesota,minnesota,14 hours left,334000,0.11,0.15,0.128
1825,29000,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,29320,blue,167742317,alabama,alabama,21 hours left,580000,0.102,0.15,0.128
1826,16100,ford,hybrid,DERIVADO DE TURISMO,2019,clean vehicle,34244,white,167801793,florida,florida,1 days left,322000,0.11,0.15,0.128
1827,17200,ford,mustang,DERIVADO DE TURISMO,2018,clean vehicle,32938,white,167555184,california,california,8 days left,344000,0.13,0.15,0.128
1828,20950,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,40793,black,167654221,new hampshire,new hampshire,11 days left,419000,0.1571,0.15,0.128
1829,46200,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,94741,no_color,167742320,alabama,alabama,21 hours left,924000,0.102,0.15,0.128
1830,29400,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,25011,white,167801794,florida,florida,2 days left,588000,0.11,0.15,0.128
1831,32999,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,6881,shadow black,167654222,new jersey,new jersey,11 days left,659980,0.12,0.15,0.128
1832,6600,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,80423,orange,167615896,new jersey,new jersey,2 hours left,132000,0.12,0.15,0.128
1833,50200,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,92405,white,167742321,alabama,alabama,21 hours left,1004000,0.102,0.15,0.128
1834,28300,ford,ranger,DERIVADO DE TURISMO,2019,clean vehicle,15436,white,167801795,florida,florida,2 days left,566000,0.11,0.15,0.128
1835,32999,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,16194,royal crimson metallic tinted clearcoat,167654223,new jersey,new jersey,11 days left,659980,0.12,0.15,0.128
1836,12600,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,48188,black,167615902,new jersey,new jersey,2 hours left,252000,0.12,0.15,0.128
1837,5200,ford,focus,DERIVADO DE TURISMO,2017,clean vehicle,65164,red,167742322,alabama,alabama,21 hours left,104000,0.102,0.15,0.128
1838,20500,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,35930,black,167801796,florida,florida,2 days left,410000,0.11,0.15,0.128
1839,35999,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,13674,kona blue metallic,167654224,new jersey,new jersey,11 days left,719980,0.12,0.15,0.128
1840,41000,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,9235,silver,167616337,minnesota,minnesota,14 hours left,820000,0.11,0.15,0.128
1841,33100,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,103002,red,167742325,mississippi,mississippi,21 hours left,662000,0.068,0.15,0.128
1842,23500,ford,ranger,DERIVADO DE TURISMO,2019,clean vehicle,12836,blue,167801802,florida,florida,2 days left,470000,0.11,0.15,0.128
1843,18799,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,137728,red,167564814,connecticut,connecticut,9 days left,375980,0.13,0.15,0.128
1844,33999,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,6921,magnetic metallic,167654225,new jersey,new jersey,11 days left,679980,0.12,0.15,0.128
1845,35000,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,14359,white,167616338,minnesota,minnesota,14 hours left,700000,0.11,0.15,0.128
1846,26100,ford,wagon,DERIVADO DE TURISMO,2017,clean vehicle,58118,white,167742336,mississippi,mississippi,21 hours left,522000,0.068,0.15,0.128
1847,15400,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,31124,white,167801803,florida,florida,1 days left,308000,0.11,0.15,0.128
1848,25998,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,25734,no_color,167564815,new york,new york,9 days left,519960,0.12,0.15,0.128
1849,31831,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,14059,black,167654226,new jersey,new jersey,11 days left,636620,0.12,0.15,0.128
1850,40400,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,13472,black,167616339,minnesota,minnesota,14 hours left,808000,0.11,0.15,0.128
1851,15400,ford,door,DERIVADO DE TURISMO,2013,clean vehicle,123983,silver,167742775,connecticut,connecticut,18 hours left,308000,0.13,0.15,0.128
1852,13500,ford,hybrid,DERIVADO DE TURISMO,2019,clean vehicle,35023,gray,167801804,florida,florida,1 days left,270000,0.11,0.15,0.128
1853,25995,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,39509,white,167564817,new hampshire,new hampshire,9 days left,519900,0.1571,0.15,0.128
1854,27990,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,4512,ingot silver metallic,167654227,new york,new york,11 days left,559800,0.12,0.15,0.128
1855,23985,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,51884,white,167564818,new jersey,new jersey,9 days left,479700,0.12,0.15,0.128
1856,27995,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,4181,gray,167654228,pennsylvania,pennsylvania,11 days left,559900,0.12,0.15,0.128
1857,13995,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,56703,oxford white,167564839,new york,new york,9 days left,279900,0.12,0.15,0.128
1858,29988,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,4712,ingot silver metallic,167654229,pennsylvania,pennsylvania,11 days left,599760,0.12,0.15,0.128
1859,12995,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,102800,blue,167564840,new jersey,new jersey,9 days left,259900,0.12,0.15,0.128
1860,21687,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,7109,lightning blue,167654230,pennsylvania,pennsylvania,11 days left,433740,0.12,0.15,0.128
1861,25200,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,100943,white,167743025,alabama,alabama,21 hours left,504000,0.102,0.15,0.128
1862,29590,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,3915,green,167564841,new york,new york,9 days left,591800,0.12,0.15,0.128
1863,28999,ford,doors,DERIVADO DE TURISMO,2018,clean vehicle,15550,ingot silver,167654231,pennsylvania,pennsylvania,11 days left,579980,0.12,0.15,0.128
1864,13942,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,62542,magnetic metallic,167564843,new jersey,new jersey,9 days left,278840,0.12,0.15,0.128
1865,15300,ford,taurus,DERIVADO DE TURISMO,2018,clean vehicle,38370,silver,167667719,utah,utah,Listing Expired,306000,0.1408,0.15,0.128
1866,35400,ford,ranger,DERIVADO DE TURISMO,2020,clean vehicle,671,blue,167759471,ohio,ohio,21 hours left,708000,0.1517,0.15,0.128
1867,32700,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,61477,silver,167743061,alabama,alabama,21 hours left,654000,0.102,0.15,0.128
1868,13995,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,73891,silver,167564844,new york,new york,9 days left,279900,0.12,0.15,0.128
1869,15800,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,82564,gold,167623467,florida,florida,2 days left,316000,0.11,0.15,0.128
1870,36000,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,85649,black,167743078,mississippi,mississippi,21 hours left,720000,0.068,0.15,0.128
1871,15495,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,48374,white,167564845,new york,new york,9 days left,309900,0.12,0.15,0.128
1872,21500,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,11990,red,167623702,florida,florida,2 days left,430000,0.11,0.15,0.128
1873,7200,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,64111,black,167743079,alabama,alabama,21 hours left,144000,0.102,0.15,0.128
1874,17589,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,28771,red,167564846,new jersey,new jersey,9 days left,351780,0.12,0.15,0.128
1875,31700,ford,door,DERIVADO DE TURISMO,2015,clean vehicle,126708,white,167743606,alabama,alabama,21 hours left,634000,0.102,0.15,0.128
1876,31790,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,27165,orange,167564847,new york,new york,9 days left,635800,0.12,0.15,0.128
1877,18100,ford,van,DERIVADO DE TURISMO,2015,clean vehicle,106546,white,167743616,mississippi,mississippi,21 hours left,362000,0.068,0.15,0.128
1878,14495,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,54778,white,167564872,new jersey,new jersey,9 days left,289900,0.12,0.15,0.128
1879,15000,ford,fusion,DERIVADO DE TURISMO,2020,clean vehicle,11729,white,167625047,illinois,illinois,19 hours left,300000,0.085,0.15,0.128
1880,26400,ford,door,DERIVADO DE TURISMO,2015,clean vehicle,85197,black,167743628,mississippi,mississippi,21 hours left,528000,0.068,0.15,0.128
1881,27990,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,19130,red,167564874,massachusetts,massachusetts,9 days left,559800,0.1714,0.15,0.128
1882,19700,ford,expedition,DERIVADO DE TURISMO,2015,clean vehicle,72369,white,167743633,mississippi,mississippi,21 hours left,394000,0.068,0.15,0.128
1883,15300,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,59646,silver,167564875,massachusetts,massachusetts,9 days left,306000,0.1714,0.15,0.128
1884,22000,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,68418,black,167743891,mississippi,mississippi,21 hours left,440000,0.068,0.15,0.128
1885,23999,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,8400,black,167564892,new jersey,new jersey,9 days left,479980,0.12,0.15,0.128
1886,16488,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,45084,gray,167564894,new york,new york,9 days left,329760,0.12,0.15,0.128
1887,12784,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,67037,gray,167564896,new jersey,new jersey,9 days left,255680,0.12,0.15,0.128
1888,23400,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,64135,black,167564910,new jersey,new jersey,9 days left,468000,0.12,0.15,0.128
1889,9705,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,72377,black,167744596,arkansas,arkansas,21 hours left,194100,0.097,0.15,0.128
1890,25999,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,39367,oxford white,167564912,new jersey,new jersey,9 days left,519980,0.12,0.15,0.128
1891,34977,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,46540,black,167564913,pennsylvania,pennsylvania,9 days left,699540,0.12,0.15,0.128
1892,19000,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,40677,ingot silver metallic,167564914,new jersey,new jersey,9 days left,380000,0.12,0.15,0.128
1893,15995,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,69438,black,167564915,new york,new york,9 days left,319900,0.12,0.15,0.128
1894,13487,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,96246,gray,167564973,new york,new york,9 days left,269740,0.12,0.15,0.128
1895,18707,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,69719,white,167565005,connecticut,connecticut,9 days left,374140,0.13,0.15,0.128
1896,15290,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,75933,white platinum tri-coat metallic,167565029,new york,new york,9 days left,305800,0.12,0.15,0.128
1897,15600,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,54325,black,167565030,new york,new york,9 days left,312000,0.12,0.15,0.128
1898,47000,ford,expedition,DERIVADO DE TURISMO,2019,clean vehicle,24902,black,167625630,illinois,illinois,2 days left,940000,0.085,0.15,0.128
1899,16080,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,31793,blue,167565031,connecticut,connecticut,9 days left,321600,0.13,0.15,0.128
1900,50000,ford,max,DERIVADO DE TURISMO,2019,clean vehicle,16505,white,167625631,illinois,illinois,2 days left,1000000,0.085,0.15,0.128
1901,15268,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,74361,black,167565034,new york,new york,9 days left,305360,0.12,0.15,0.128
1902,47500,ford,max,DERIVADO DE TURISMO,2019,clean vehicle,27868,black,167625634,illinois,illinois,2 days left,950000,0.085,0.15,0.128
1903,18497,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,34011,black,167565036,massachusetts,massachusetts,9 days left,369940,0.1714,0.15,0.128
1904,10000,ford,escape,DERIVADO DE TURISMO,2019,clean vehicle,19993,silver,167625635,illinois,illinois,19 hours left,200000,0.085,0.15,0.128
1905,19995,ford,suv,DERIVADO DE TURISMO,2015,clean vehicle,48115,red,167565056,pennsylvania,pennsylvania,9 days left,399900,0.12,0.15,0.128
1906,49000,ford,max,DERIVADO DE TURISMO,2019,clean vehicle,22543,white,167625636,illinois,illinois,2 days left,980000,0.085,0.15,0.128
1907,17150,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,67091,black,167565081,new jersey,new jersey,9 days left,343000,0.12,0.15,0.128
1908,45000,ford,expedition,DERIVADO DE TURISMO,2019,clean vehicle,28790,black,167625637,illinois,illinois,2 days left,900000,0.085,0.15,0.128
1909,14295,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,59391,guard,167565082,new jersey,new jersey,9 days left,285900,0.12,0.15,0.128
1910,49000,ford,max,DERIVADO DE TURISMO,2019,clean vehicle,18449,black,167625639,illinois,illinois,2 days left,980000,0.085,0.15,0.128
1911,16190,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,71824,magnetic metallic,167565083,new york,new york,9 days left,323800,0.12,0.15,0.128
1912,49000,ford,expedition,DERIVADO DE TURISMO,2019,clean vehicle,19304,black,167625640,illinois,illinois,2 days left,980000,0.085,0.15,0.128
1913,17899,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,39159,magnetic metallic,167565105,new york,new york,9 days left,357980,0.12,0.15,0.128
1914,26000,ford,flex,DERIVADO DE TURISMO,2019,clean vehicle,18708,black,167625666,illinois,illinois,2 days left,520000,0.085,0.15,0.128
1915,14000,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,79430,magnetic metallic,167565107,new jersey,new jersey,9 days left,280000,0.12,0.15,0.128
1916,15500,ford,flex,DERIVADO DE TURISMO,2019,clean vehicle,12393,gray,167625667,illinois,illinois,19 hours left,310000,0.085,0.15,0.128
1917,16888,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,56329,black,167565108,new york,new york,9 days left,337760,0.12,0.15,0.128
1918,28000,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,12155,silver,167625669,illinois,illinois,2 days left,560000,0.085,0.15,0.128
1919,8305,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,63291,blue,167744884,arkansas,arkansas,2 days left,166100,0.097,0.15,0.128
1920,21822,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,36041,white platinum tri-coat metallic,167565117,new jersey,new jersey,9 days left,436440,0.12,0.15,0.128
1921,15500,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,25810,red,167625718,illinois,illinois,19 hours left,310000,0.085,0.15,0.128
1922,12500,ford,door,DERIVADO DE TURISMO,2015,clean vehicle,130388,blue,167744885,arkansas,arkansas,20 hours left,250000,0.097,0.15,0.128
1923,15995,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,23878,blue,167565141,new york,new york,9 days left,319900,0.12,0.15,0.128
1924,16000,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,15460,white,167625733,illinois,illinois,19 hours left,320000,0.085,0.15,0.128
1925,38200,ford,max,DERIVADO DE TURISMO,2018,clean vehicle,46710,white,167745579,north carolina,north carolina,Listing Expired,764000,0.12,0.15,0.128
1926,12995,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,65342,black,167565142,new york,new york,9 days left,259900,0.12,0.15,0.128
1927,14488,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,64061,tuxedo black metallic,167565143,massachusetts,massachusetts,9 days left,289760,0.1714,0.15,0.128
1928,17500,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,93164,white,167746065,florida,florida,14 hours left,350000,0.11,0.15,0.128
